SYEAR,AREA,RNAME,DNAME,VCODE,STYPE,SID,S001,S002,S003,S004,S004t,S004g,S004b,S004V,S004H,S004P,S004I,S004BHV,S004MUL,S004FR,S004FT,S004FHO,S004FO,S006,S006a,S007E,S007P,S008TA,S008TP,S009a,S009b,S009c,S009d,S009e,S009f,S009z,S010a,S010b,S010c,S010d,S010e,S010z,S010T0,S010T15,S010T30,S010T31,S011a,S011b,S011c,S011d,S011e,S011e1,S011f,S011g,S011k,S011m,S011n,S011q,S011n,S011p,S012a,S012b,S012c,S012d,S012e,S012f,S012g,S012h,S012j,S012k,S012L,S012m,SF0,S014,S015,S016,S017,S0181,S0181a,S0182,S0182a,S018PVT1,S018PVT2,S018PVT3,S018PVT4,S018PVT5,S018PVT6,S019a1,S019b1,S019c1,S019d1,S019e1,S019f1,S019g1,S019h1,S019i1,S019j1,S019k1,S019m1,S019n1,S019p1,S019q1,S019r1,S019s1,S019t1,S019a2,S019b2,S019c2,S019d2,S019e2,S019f2,S019g2,S019h2,S019i2,S019j2,S019k2,S019m2,S019n2,S019p2,S019q2,S019r2,S019s2,S019t2
2019,1,PUNJAB,LAHORE,,1,408,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1299,1226,38,38,,,,,25,1,,,,,30,7,,,,,,,,1,1,1,0,0,0,1,1,1,1,1,0,0,,0,,1,1,1,1,1,1,1,1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,409,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,724,673,29,18,,,,,,10,1,4,,,7,2,,,10,,,,,1,1,1,1,1,0,1,1,1,1,0,0,1,"3,4",1,7,1,0,,,,,,,1,-1,18,18,50000,1,20000,0,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,410,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,830,,27,26,,,1,,4,18,3,1,,,13,9,,,20,,,10,9,1,1,1,0,0,0,0,1,1,1,1,0,0,,0,,1,0,1,1,1,1,1,,1,-1,9,9,,1,800000,1,500000,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,411,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2110,2030,8,0,,,,,,,7,,,,,,,,,,12,,,1,1,1,1,1,1,1,1,1,1,0,0,,,0,,0,1,,0,,1,,,1,-1,,,300000,1,800000,1,200000,,,,,,,,,,,,1,,1,1,1,,1,1,,,1,,,,,,1,1,,,,1,1,,1,1,1,,1,,
2019,1,PUNJAB,LAHORE,,1,412,3,1,1,1,,0,0,0,0,1,0,0,0,0,0,0,1,,,716,658,27,14,,,,,,14,,,,,14,2,,,,,,,,1,1,1,0,0,1,1,1,1,1,0,0,0,,,,1,0,1,,1,,1,,1,-1,9,9,,1,400000,1,200000,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,,1,,1,,,,1,1,,1,1
2019,1,PUNJAB,LAHORE,,1,413,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,432,414,13,13,,,1,2,4,4,1,2,,,8,2,,,2,,,14,12,1,1,1,0,0,1,0,1,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,-1,9,9,70000,1,372000,1,470000,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,1,,,,1,,,1,,,
2019,1,PUNJAB,LAHORE,,1,414,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,322,303,15,14,,,1,,2,8,2,,,,13,,,,,1,,26,22,1,1,1,1,1,0,0,0,1,1,0,1,0,,,,1,,1,,1,,1,,1,-1,9,9,,1,304000,1,289000,,,,,,,,,,,,,,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,415,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,801,742,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,1,1,1,0,1,0,0,1,-1,22,22,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,416,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1123,1072,21,20,,,,,,14,,,,,15,4,,,0,0,,9,8,1,1,1,1,0,0,0,1,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,-1,9,9,,1,700000,1,1500000,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
2019,1,PUNJAB,LAHORE,,1,417,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,295,295,13,13,,,,6,4,2,,,,,1,1,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,,,,,1,150000,1,100000,,,,,,,,,,,,1,,1,1,,,,1,,1,,,,,,,1,,,,,,1,,,,1,,,,1
2019,1,PUNJAB,LAHORE,,1,418,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,126,107,6,5,,,,,,1,,,,,2,1,,,2,,,6,5,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,-1,10,7,,1,126000,1,84000,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,1,1,1,1,1,1,1,1,
2019,1,PUNJAB,LAHORE,,1,419,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,735,681,16,14,,,,,,11,3,,,,7,5,,,2,2,0,44,41,1,1,1,0,0,1,0,0,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,-1,9,6,,1,2976400,1,3147000,,,,,,,,,,,,1,,,,1,1,1,,1,1,,1,,,,,,,1,1,,,1,1,1,,1,1,,1,
2019,1,PUNJAB,LAHORE,,1,420,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2143,2016,,0,,,,,4,41,5,,,,12,15,,,,18,20,,,1,1,1,1,1,1,1,1,1,1,0,1,0,,0,,0,0,,,,,,,1,,,,,0,,1,379688,,,,,,,,1,,1,,1,,1,1,1,,1,1,1,1,,,,,,1,1,,,1,,1,,1,,,,,,1,
2019,1,PUNJAB,LAHORE,,1,421,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,,536,487,9,5,,,,,,5,4,2,,,7,,,,14,,,20,16,1,1,1,1,0,1,0,0,1,1,0,0,0,,0,,1,1,1,1,1,1,1,0,1,-1,4,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,422,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,989,897,21,6,,,,,,13,8,2,,,,,,,,,,30,27,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,7,1,1,1,1,0,1,0,0,1,-1,8,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,423,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,547,489,18,17,,,2,,1,13,1,,,,10,5,,,,,,8,8,1,1,1,1,1,1,0,1,1,0,1,1,0,,1,9,1,0,,1,1,1,1,1,1,0,,,,0,,1,380458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1
2019,1,PUNJAB,LAHORE,,1,424,2,2,1,1,,0,0,0,0,1,0,0,0,0,0,0,0,,,2194,,1,1,,,,,,,1,,,,,,,,,,,62,58,1,1,1,1,0,0,0,0,1,1,1,0,0,,0,,1,1,1,1,1,1,1,1,1,-1,,,856435,1,2385400,0,,,,,,,,,,,1,1,,,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,425,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1319,1284,53,48,,,,,,34,,,,,,,,,,,,64,64,1,1,1,0,1,1,1,1,1,1,0,1,0,,0,,1,1,1,,1,,1,,1,0,,,,0,,1,54900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2019,1,PUNJAB,LAHORE,,1,426,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,205,196,13,10,,,2,,3,4,1,2,,,3,1,,,,,,12,8,1,1,1,0,1,1,1,1,1,1,0,0,0,,0,,0,1,1,1,1,1,0,0,2,-1,10,10,,1,49000,1,305000,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,1
2019,1,PUNJAB,LAHORE,,1,427,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,389,,6,5,,,,,,2,3,3,,,,,,,1,,,,,1,1,1,0,1,0,1,0,0,1,1,0,0,,,,1,0,1,,0,,0,,1,-1,,,,0,,1,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,,1,1,1,1,,
2019,1,PUNJAB,LAHORE,,2,428,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1 - Private,,20,19,6,5,,,,,3,2,,,1,,1,1,,,,,,9,8,1,1,1,0,0,0,1,1,1,1,0,0,0,,0,,1,0,1,,1,,1,,1,1,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,429,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,150,144,9,9,,,,2,3,2,,1,,,2,,,,,,,7,,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,430,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,630,,26,5,,,,3,7,10,,,,,5,,,,,,,,,,,,,,,,,,,,,0,,0,,1,1,1,1,1,1,1,1,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,431,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,482,318,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,,,,,0,0,,,,,,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,432,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44,44,7,0,,,,,,4,3,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,1,0,,,,,,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,433,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1011,,16,11,,,,3,2,9,,,,,,,,,,,,18,13,1,1,1,0,0,0,0,1,1,1,1,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,434,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,108,92,10,9,,,,1,4,3,,,,,3,1,,,,,,9,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,435,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,206,186,16,13,,,,1,9,2,,,,,7,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,0,1,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,436,3,1,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,,,169,154,14,13,,,2,2,3,2,,,,,,,,,,,,14,12,1,1,1,1,0,1,0,0,1,1,0,0,0,,1,9,1,1,1,1,1,1,1,1,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,437,3,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,69,66,10,10,,,,,4,5,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,0,0,,,,,,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,438,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1 - Private,,496,410,26,23,,,,2,9,10,1,,,,7,1,,,,,,15,15,0,1,1,,1,1,1,1,1,1,0,0,1,3,,,1,0,1,,1,,1,,3,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,439,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,0,180,166,3,2,,,,,,3,,,,,3,,,,,,,,,,1,,,,,,,,,,,0,,0,,1,0,1,1,1,1,1,1,1,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,440,3,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,,418,377,21,21,,,,4,8,7,,,,,2,2,,,,,,18,17,1,1,1,1,0,1,0,0,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,441,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,41,,4,4,,,,2,2,,,,,,,,,,,,,4,3,1,1,1,1,0,0,1,1,1,1,0,0,0,,0,,0,0,1,1,1,1,0,0,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,442,1,1,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,,,102,93,6,6,,,,5,,,,,,,,,,,,,,6,6,1,1,1,0,0,0,0,0,1,1,0,0,1,3,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,443,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,79,72,10,9,,,,,5,3,,,,,,,,,,,,8,7,1,1,1,1,0,0,1,1,1,1,0,0,0,,1,9,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,444,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,300,285,,0,,,,,13,7,,,,,4,,,,,,,,,1,1,1,1,0,0,0,1,1,1,0,0,0,,,,1,0,1,,1,,1,,4,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,445,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,82,71,9,8,,,,2,2,2,,,,,,,,,,,,7,6,1,1,1,1,0,0,0,0,1,1,0,0,0,,0,,1,0,1,1,1,1,1,1,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,446,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,-1,255,236,17,16,,,,,5,7,1,,,,3,1,,,,,,16,14,1,1,1,1,0,1,0,0,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,447,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,121,110,11,0,,,,3,3,3,,,,,1,1,,,,,,,,1,1,1,1,1,0,1,0,1,1,0,0,0,,0,,1,0,,,,,,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,448,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,456,427,27,25,,,,,11,15,,,,,,,,,,,,13,12,1,1,1,1,1,1,1,1,0,1,1,1,0,,,,1,0,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,449,3,1,1,1,5,5,0,0,0,0,1,0,0,1,0,0,1,1 - Private,-1,199,148,8,7,,,,3,3,2,,,,3,1,,,,,,,8,8,1,1,1,1,0,0,0,0,1,1,0,0,1,3,,,1,0,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,450,3,1,1,1,3,1,2,0,0,1,0,0,0,0,0,0,0,,,513,483,50,47,,,,,15,35,,,,,,,,,,,,20,18,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,1,0,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,451,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,513,,19,16,,,,3,7,8,,,,,5,,,,,,,18,14,1,1,1,1,0,0,0,1,1,1,1,0,0,,0,,1,1,1,1,1,1,1,1,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,452,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,0,100,99,17,1,,,,,,16,,,,,,,,,,,,12,11,1,1,1,0,1,1,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,4,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,2,453,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,439,388,21,21,,,,,1,20,,,,,,,,,,,,16,16,1,1,1,1,1,1,1,1,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,454,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1143,1123,47,47,,,,,9,35,3,,,1,22,22,1,,7,,,18,14,1,1,1,1,1,1,1,1,1,1,1,1,,,0,,0,1,,1,,1,,1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,455,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,205,194,5,5,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,,1,0,0,0,,,,1,,1,,1,,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,456,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,165,149,5,5,,,,1,2,2,,,,1,3,1,,1,,,,6,5,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,0,,2,,,,,1,50000,0,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,457,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,176,163,6,6,,,,3,2,1,,5,,,1,,,1,,,,6,5,1,1,1,0,1,1,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,458,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,850,836,28,28,,,1,3,11,11,2,3,,1,12,7,,4,12,12,,14,11,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,,1,1,1,1,1,1,1,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,459,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1059,1057,23,12,,,,2,4,2,,,,,,6,1,,4,,,9,6,1,1,1,0,0,1,0,0,1,1,1,0,0,,0,,1,1,1,1,1,1,1,1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,460,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,817,816,28,28,,,2,1,3,19,2,,,3,16,7,,,,,,14,11,1,1,1,1,1,1,0,0,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,,,,,1,256727,0,,,,,,,,1,1,1,,,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,461,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,325,290,16,16,,,2,,2,5,5,2,,,2,5,,,,,,,,1,1,1,1,1,0,0,0,1,1,1,0,0,,0,,1,0,1,1,1,1,1,1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,462,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,216,,6,6,,,,,5,1,,,,,2,2,,,,,,10,7,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,1,,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,463,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,249,239,9,9,,,2,1,2,4,,3,,,4,2,,,3,5,,12,9,1,1,1,1,0,1,0,0,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,464,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,344,280,9,9,,,,,7,2,,1,,,8,,,,2,1,,12,8,1,1,1,1,1,0,0,0,1,1,0,1,0,,0,,1,1,1,1,1,1,1,1,1,,,,,1,231200,0,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,465,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,220,205,6,5,,,1,3,2,,,,,1,3,2,,,,4,,,,1,1,,1,1,1,0,1,0,1,1,0,0,,,,2,,0,,1,,1,,1,,,,,0,,0,,,,,,,,1,1,,,1,1,,1,,1,1,1,1,,1,1,1,1,,1,,,1,,,1,,1,1,1,1,,1,1,,1
2019,1,PUNJAB,MULTAN,,1,466,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,109,104,3,3,,,,,,2,1,,,,,2,1,0,0,0,0,8,6,1,1,1,0,0,1,0,0,1,1,0,0,0,,,,1,,0,,0,,0,,2,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,467,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,199,167,,0,,,,,3,3,,5,,,2,,,,,,,,,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,468,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,592,,22,21,,,,,8,10,3,3,2,3,2,6,2,,1,3,3,,,1,1,1,1,1,0,0,1,1,1,1,1,0,,0,,1,0,0,1,1,1,1,1,1,-1,7,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,469,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1070,,29,29,,3,,1,5,16,4,5,,,7,16,,4,10,15,,14,11,1,1,1,1,1,1,1,0,1,1,1,1,0,,0,,1,1,1,1,1,1,1,1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,470,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,450,409,7,7,,,,,,,,,,,7,,,,,3,4,,,1,1,1,1,0,1,1,1,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,2,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,471,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,142,135,5,5,,,,,1,4,,1,,2,,2,,,2,3,,8,6,1,1,1,1,1,1,0,0,1,1,0,1,1,"3,4",,,1,,1,,1,,1,,1,0,,,,1,133500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,472,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,563,553,26,26,,,1,1,4,16,4,1,,,11,12,,,,16,,,,1,1,1,1,1,0,1,1,1,0,1,1,0,,0,,1,1,1,1,1,1,1,1,1,-1,9,7,7500,1,132300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,473,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,100,4,4,,,,,,2,,,,,,1,1,,,,,8,6,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,1,,1,,1,,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,474,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,300,268,4,0,,,,,2,2,,,,,2,2,,,,,2,8,7,1,1,1,0,1,1,1,0,0,,1,0,0,,,,1,,1,,1,,1,,1,-1,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,MULTAN,,1,475,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,73,20,4,4,,,,,3,1,,2,,,2,,,,2,2,,8,6,1,1,1,0,0,1,0,0,1,1,0,0,,,,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
