SYEAR,AREA,RNAME,DNAME,VCODE,STYPE,SID,S001,S002,S003,S004,S004t,S004g,S004b,S004V,S004H,S004P,S004I,S004BHV,S004MUL,S004FR,S004FT,S004FHO,S004FO,S006,S006a,S007E,S007P,S008TA,S008TP,S009a,S009b,S009c,S009d,S009e,S009f,S009z,S010a,S010b,S010c,S010d,S010e,S010z,S010T0,S010T15,S010T30,S010T31,S011a,S011b,S011c,S011d,S011e,S011e1,S011f,S011g,S011k,S011m,S011n,S011q,S011n,S011p,S012a,S012b,S012c,S012d,S012e,S012f,S012g,S012h,S012j,S012k,S012L,S012m,SF0,S014,S015,S016,S017,S0181,S0181a,S0182,S0182a,S018PVT1,S018PVT2,S018PVT3,S018PVT4,S018PVT5,S018PVT6,S019a1,S019b1,S019c1,S019d1,S019e1,S019f1,S019g1,S019h1,S019i1,S019j1,S019k1,S019m1,S019n1,S019p1,S019q1,S019r1,S019s1,S019t1,S019a2,S019b2,S019c2,S019d2,S019e2,S019f2,S019g2,S019h2,S019i2,S019j2,S019k2,S019m2,S019n2,S019p2,S019q2,S019r2,S019s2,S019t2
2019,2,BALOCHISTAN,ZIARAT,111,1,2649,1,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,88,69,2,2,,,1,1,,,,1,,1,,,,0,,,,2,2,0,1,0,0,0,0,,,0,0,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,115,1,2650,2,3,2,1,,,,,,,,,1,,,,1,,,205,184,15,15,,,1,5,5,4,,1,,5,5,,,0,,,,10,10,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,,1,1,1,1,1,1,1,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,116,1,2651,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,26,18,1,1,,,,1,,,,,,1,,,,,,,,1,1,0,1,0,0,0,0,,,0,0,,0,1,"KATCHI, 1",,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,120,1,2652,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,48,39,3,3,,,2,1,,,,2,,1,,,,0,,,,1,1,0,1,0,0,0,0,,,0,0,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,178,1,2653,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,107,34,,0,,,,1,,,,,,1,,,,0,,,,1,1,0,1,0,0,0,0,,,0,0,,0,1,"KATCHI, 1",,,2,,0,,0,,0,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,179,1,2654,3,3,2,1,,,,,,,,,1,,,,1,,,257,222,22,22,,,2,8,5,7,,2,,8,5,,,0,,,,11,11,1,1,1,0,0,0,0,0,1,0,0,0,0,,1,7,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,180,1,2655,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,34,26,2,2,,,1,1,,,,1,,1,,,,0,,,,1,1,0,1,0,0,0,0,,,0,,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,181,1,2656,3,2,2,1,,,,,,,,,1,,,,1,,,464,400,,0,,,,5,8,9,,5,,6,9,,,0,,,,12,12,1,1,1,0,0,1,0,0,1,0,0,0,0,,0,,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,182,1,2657,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,27,20,2,2,,,,2,,,,,,2,,,,0,,,,2,2,0,1,0,0,0,0,,,0,0,,0,1,1,,,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,183,1,2658,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,46,33,2,2,,,1,1,,,,1,,1,,,,0,,,,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,184,1,2659,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,48,42,1,1,,,,1,,,,,,1,,,,0,,,,1,1,1,,,0,0,0,,,0,0,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,185,1,2660,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,17,11,1,1,,,1,,,,,1,,,,,,0,,,,1,1,0,1,0,0,0,0,,,0,0,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,186,1,2661,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,79,69,4,4,,,2,2,,,,2,,2,,,,0,,,,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,187,1,2662,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,38,26,1,1,,,,1,,,,,,1,,,,0,,,,1,1,0,1,0,0,0,0,,,0,,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,188,1,2663,2,2,2,1,,,,,,,,,1,,,,1,,,118,109,13,13,,,4,3,6,,,4,,3,6,,,,,,,7,7,1,1,1,0,0,0,,,0,0,,0,1,"KATCHI, 1",0,,2,1,0,0,0,0,0,0,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,189,1,2664,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,146,123,11,11,,,3,3,5,,,3,,3,5,,,0,,,,10,8,1,1,1,0,0,0,0,0,1,0,0,0,1,1,,,2,0,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,190,1,2665,3,3,2,1,,,,1,1,,,,1,,,,1,,,242,215,16,16,,,1,6,5,4,,1,,6,5,,,0,,,,12,12,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,191,1,2666,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,42,32,3,3,,,2,1,,,,2,,1,,,,0,,,,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,192,1,2667,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,31,24,1,1,,,,1,,,,,,1,,,,0,,,,1,1,0,1,0,0,0,0,,,0,0,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,193,1,2668,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,67,53,1,1,,,,1,,,,,,1,,,,0,,,,1,1,0,1,0,0,0,0,,,0,0,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,BALOCHISTAN,ZIARAT,194,1,2669,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,33,24,1,1,,,,1,,,,,,1,,,,0,,,,1,1,0,1,0,0,0,0,,,0,0,,0,1,1,,,2,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,5,1,2670,1,2,2,1,,,,,,,,,,,,,1,,,250,212,,0,,,,1,,,,,,,,,,,,,,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,,,,2,,1,,1,,0,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,16,1,2671,1,2,1,1,1,0,1,,,1,0,0,0,0,0,0,0,,,525,489,,0,,,,3,,,,,3,,,,,,,,,9,6,1,1,0,0,0,0,,,0,0,,0,0,,,,1,,1,,0,,1,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,115,1,2672,1,3,1,1,1,1,,1,,,,,,,,,,,,134,108,5,3,,,1,2,,,,2,,,,,,,,,,2,2,1,1,1,1,0,1,0,0,1,0,0,0,1,3,,,1,,1,,0,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,200,1,2673,4,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,95,88,4,2,1,1,,,,,,,2,,,,,,,,,2,1,0,1,1,0,0,0,,,0,0,,0,,,,,0,0,0,,1,,0,,2,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,201,1,2674,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,157,90,,0,,1,,2,,,,,2,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,"1,3",,,1,,1,,1,,1,,1,1,8,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,202,1,2675,1,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,315,280,,0,,,1,,1,,,,,,1,,,,,,,2,2,0,1,1,0,0,0,,,0,0,,0,0,,,,2,,1,,1,,0,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,203,1,2676,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,291,130,,0,,1,1,1,,,,,,,,,,,2,,,2,1,0,0,1,0,0,0,,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,204,1,2677,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,165,122,4,3,,,1,1,1,,,,,,,,1,,1,,,2,2,0,1,1,1,0,1,,,0,1,,0,0,,,,2,,0,,1,,0,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,205,1,2678,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,219,178,5,5,,1,1,,3,,,1,1,1,,,,1,,,,5,5,0,1,0,0,0,0,0,0,1,0,0,1,0,,,,1,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,206,1,2679,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,112,95,,0,,,,,1,,,,,,1,,,,,,,2,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,,,1,,1,,1,,1,,1,1,1,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,207,1,2680,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,377,345,,0,,1,1,,2,,,,3,,,,,,,,,8,7,0,1,0,0,0,0,,,0,0,,0,0,,,,1,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,208,1,2681,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,544,163,,0,,,1,1,1,,,,2,,,,,,,,,2,2,0,0,0,0,0,1,,,0,1,,0,0,,,,1,,0,,1,,0,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,209,1,2682,1,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,158,143,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,210,1,2683,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,62,55,4,3,,,1,1,,,,,1,,,,,,,,,,,0,1,1,1,0,1,,,0,1,,0,0,,,,3,,0,,0,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,211,1,2684,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,350,270,,0,,,1,,1,,,1,,,1,,,,,,,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,"KATCHI, 1",,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,212,1,2685,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,102,87,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,213,1,2686,1,2,1,1,3,,3,1,1,1,,,,,0,,,,,225,208,,0,,,,,,,,,,,2,,,,,,,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,,,,1,,1,,1,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,215,1,2687,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,113,87,3,3,,,,,2,,,,1,,1,,,,,,,2,2,0,1,1,0,0,1,,,0,0,,0,1,"1,3",,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,216,1,2688,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,295,263,,0,,,,,3,,,,,,3,,,,3,,,7,6,1,1,0,0,0,0,,,0,1,,0,0,,,,1,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,217,1,2689,1,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,240,219,,0,,,,,3,,,,2,,,,,,2,,,,,0,1,1,0,0,0,,,0,1,,0,0,,,,2,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,218,1,2690,1,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,137,97,,0,,1,1,1,,,,1,,,,,2,,,,,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,3,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,219,1,2691,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,148,101,,0,,,,,1,,,,,,1,,,,,1,,2,2,0,1,0,0,0,0,,,0,0,,0,0,,,,3,,1,,1,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,220,1,2692,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,205,175,,0,,1,1,,,,,,2,,,,,,,,,5,4,0,0,0,0,0,1,,,0,1,,0,0,,,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,222,1,2693,3,3,1,1,4,4,,,,,,,1,,,,,,,529,370,,0,,,2,,2,,,1,1,1,1,,,,,,,6,6,,1,0,0,0,0,,,0,0,,0,0,,,,1,0,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,223,1,2694,1,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,115,77,,0,,1,1,,,,,,2,,,,,,,,,2,2,0,1,0,0,0,1,,,0,1,,0,0,,,,2,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,224,1,2695,3,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,229,195,5,3,,,,2,2,,,2,,,,,,,,,,4,3,1,1,0,0,0,1,0,0,1,0,0,0,,,0,,1,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,225,1,2696,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,257,233,,0,,,,1,2,,,1,,2,,,,,,,,2,2,0,1,1,0,0,1,0,0,1,1,0,0,0,,,,0,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,226,1,2697,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,192,160,,0,,,,1,1,,,2,,,,,,,,,,3,2,1,1,0,0,0,0,,,0,0,,0,0,,,,1,,1,,1,,0,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,,2,2698,2,1,1,1,1,,1,,,1,,,,,1,0,,1 - Private,1,443,429,19,19,,,1,7,3,,,1,1,,,,,,,,,12,10,1,1,1,1,,1,0,0,1,1,1,1,0,,0,,1,0,1,1,1,1,1,1,1,0,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,,2,2699,2,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,422,405,10,10,,,,4,4,1,,1,,2,,,,,,,,10,9,1,1,1,1,,0,0,0,1,1,0,1,0,,,,1,0,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,,2,2700,4,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,1 - Private,,149,138,5,5,,1,1,,2,,,,,,,,1,,,,,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,,,,3,0,1,,1,,0,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,BAJAUR AGENCY,,2,2701,3,1,1,1,12,2,10,,,,,,1,,1,0,,,,717,636,16,15,,,,,,,,,,,,,,,,,,16,13,1,1,1,1,,1,1,1,1,1,1,1,0,,0,,1,0,1,0,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,200,1,2702,1,2,2,1,5,,5,,,1,,,,,,,,,,316,296,,0,,,,3,6,,,7,,,2,,,,,,,6,6,1,1,0,0,0,0,0,0,1,0,0,0,0,,,,1,,,,1,,0,,1,,,,,0,,1,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,1,,1,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,201,1,2703,4,3,,0,0,0,0,0,0,0,0,0,0,,,,,,,338,324,17,17,,,4,5,8,,,3,2,5,7,,,,,,,10,10,0,0,1,1,0,0,0,1,1,0,1,1,0,,0,,1,1,0,0,1,1,1,1,1,1,18,18,2000,1,98000,1,98000,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,202,1,2704,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,113,104,,0,,,,1,2,,,,1,1,1,,,,,,,,,0,1,0,0,0,0,,,0,0,,0,0,,,,1,,0,,1,,0,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,203,1,2705,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,205,145,6,6,,,,4,2,,,1,1,4,,,,,,,,5,5,1,1,1,0,0,0,0,0,1,0,0,1,0,,,,1,,0,,1,,1,,1,1,6,6,1200,1,1200,1,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,204,1,2706,1,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,37,27,2,2,,,,1,1,,,,,1,1,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,1,,0,,1,,1,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,205,1,2707,4,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,90,73,6,6,,,,,6,,,,,,6,,,,,,,4,4,1,1,1,0,0,1,0,0,1,0,0,0,,,0,,0,1,,0,,1,,1,1,,,,,1,8000,1,39000,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,2,,,1,,,,,,,1,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,206,1,2708,3,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,397,365,6,6,,,,2,4,,,1,,2,3,,,,1,,,8,8,0,1,0,0,0,0,,,0,0,,0,1,"1,3",0,,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,207,1,2709,1,2,2,1,5,,5,1,,1,,1,,,,1,,,,371,344,8,8,,1,1,,6,,,3,2,2,1,,,,,,,6,6,1,1,1,0,0,1,,,0,0,,0,0,,,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,208,1,2710,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,226,177,,0,,,1,1,,,,1,,1,,,,,,,,4,4,1,1,1,0,0,0,0,0,1,0,0,1,0,,,,1,,1,,1,,1,,1,,,,,1,44000,1,44000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,1,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,209,1,2711,1,1,1,1,,,,,,1,,,,,,,,,,239,201,6,6,,,3,2,1,,,2,3,1,,,,,,,,,,0,1,0,0,0,0,,,0,0,,0,1,KATCHI,,,2,,1,,1,,0,,1,1,5,3,,0,,1,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,210,1,2712,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,211,130,,0,,,1,,,,,,,,1,,,,,,,,,0,1,0,0,0,0,,,0,0,,0,1,1,,,0,,1,,,,,,1,0,,,,0,,1,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,211,1,2713,4,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,33,27,13,13,,,,2,10,,,,,2,10,,,,,,,9,4,0,1,1,0,0,1,,,0,0,,0,,,0,,0,0,,1,,1,,1,1,,,,,0,,1,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2019,2,FEDERALLY ADMINISTRATED TRIBAL AREAS,F.R. - BANNU,212,1,2714,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,80,69,3,3,,,1,2,,,,2,1,,,,,,,,,3,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,,,1,,0,,1,,0,,1,1,7,5,,0,,1,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
